Employee_ID,Tasks_Assigned,Tasks_Completed,Context_Switches_Per_Day,Avg_Uninterrupted_Work_Mins,Standard_Hours_Logged,After_Hours_Mins,Missed_Deadlines,Burnout_Risk_Score
EMP02967,42,33,20,17,36.6,398,1,100
EMP02968,17,13,21,26,41.9,373,3,100
EMP02969,10,7,17,28,36.3,304,4,100
EMP02970,22,19,7,106,35.1,33,0,20
EMP02971,29,25,15,70,40.5,154,0,49
EMP02972,41,33,21,19,36.3,551,3,100
EMP02973,46,37,21,24,41.0,585,4,100
EMP02974,34,30,9,65,36.9,197,0,41
EMP02975,50,43,13,70,37.7,119,2,62
EMP02976,32,25,21,29,37.6,231,4,100
EMP02977,36,23,23,21,39.9,358,4,100
EMP02978,11,9,2,107,37.6,12,1,16
EMP02979,40,36,7,118,38.6,9,0,19
EMP02980,23,15,23,16,37.3,411,2,100
EMP02981,42,35,23,16,43.5,452,2,100
EMP02982,18,14,16,25,43.2,218,4,100
EMP02983,15,11,11,46,38.4,130,1,60
EMP02984,48,47,5,112,43.6,39,1,24
EMP02985,35,31,2,83,36.6,11,0,8
EMP02986,36,30,10,44,44.4,64,1,55
EMP02987,33,27,23,21,38.1,513,5,100
EMP02988,38,37,7,83,36.6,14,0,17
EMP02989,20,14,20,29,35.5,536,3,100
EMP02990,36,23,20,18,44.4,221,2,100
EMP02991,10,8,20,27,42.1,295,3,100
EMP02992,15,12,12,69,40.6,88,2,54
EMP02993,28,20,22,27,44.9,474,1,100
EMP02994,15,13,5,80,44.7,24,1,23
EMP02995,23,15,16,24,43.1,267,1,100
EMP02996,41,32,14,66,35.8,141,0,49
EMP02997,33,23,23,15,43.7,260,4,100
EMP02998,18,14,14,59,44.7,200,2,69
EMP02999,17,15,4,99,35.9,11,0,11
EMP03000,17,14,8,45,36.4,149,2,64
EMP03001,27,25,3,83,39.8,22,1,19
EMP03002,36,34,5,73,37.3,23,1,23
EMP03003,41,38,4,109,37.1,23,1,22
EMP03004,23,18,13,52,42.0,122,1,59
EMP03005,38,30,10,52,44.5,119,2,63
EMP03006,26,22,21,26,38.0,579,1,100
EMP03007,21,17,20,20,40.1,506,1,100
EMP03008,10,9,15,41,42.9,95,2,74
EMP03009,28,22,22,28,39.8,236,1,100
EMP03010,27,22,15,63,44.9,110,1,55
EMP03011,31,20,25,30,40.9,290,5,100
EMP03012,18,17,7,92,42.5,17,0,17
EMP03013,14,10,21,21,42.3,597,3,100
EMP03014,38,31,18,28,38.7,588,1,100
EMP03015,22,14,17,17,42.5,480,4,100
EMP03016,18,13,9,69,39.9,133,0,41
EMP03017,35,31,14,58,43.1,199,0,52
EMP03018,11,8,21,29,42.0,513,3,100
EMP03019,47,34,16,16,38.8,202,4,100
EMP03020,36,25,22,15,42.9,277,5,100
EMP03021,29,19,20,19,41.8,515,5,100
EMP03022,21,16,15,70,44.2,151,1,58
EMP03023,31,28,10,63,36.3,162,1,47
EMP03024,31,20,22,26,42.6,308,5,100
EMP03025,31,27,11,45,42.8,165,0,54
EMP03026,11,8,9,54,36.4,177,2,60
EMP03027,36,28,11,49,40.5,65,1,55
EMP03028,37,33,12,69,40.4,116,0,41
EMP03029,37,36,6,75,44.8,31,1,23
EMP03030,41,32,19,25,45.0,281,1,100
EMP03031,43,39,2,79,38.2,31,0,10
EMP03032,18,13,20,25,38.5,396,2,100
EMP03033,42,32,15,55,40.3,180,1,69
EMP03034,31,24,8,57,44.9,195,2,60
EMP03035,15,11,17,23,35.6,296,2,100
EMP03036,26,17,19,25,38.5,519,5,100
EMP03037,31,20,19,21,38.5,375,3,100
EMP03038,48,47,7,93,35.8,23,1,27
EMP03039,30,21,24,16,35.3,290,5,100
EMP03040,21,19,8,56,37.4,147,2,53
EMP03041,10,7,18,15,42.3,413,5,100
EMP03042,28,20,24,16,38.1,412,5,100
EMP03043,43,41,6,107,43.3,56,0,19
EMP03044,18,17,2,82,36.6,5,0,5
EMP03045,50,46,5,94,41.6,54,0,18
EMP03046,11,9,6,74,37.6,37,0,17
EMP03047,31,23,24,19,43.3,480,5,100
EMP03048,49,46,4,67,39.2,38,0,14
EMP03049,18,14,20,27,41.9,231,3,100
EMP03050,40,36,5,76,42.4,12,0,15
EMP03051,39,29,16,24,43.3,281,3,100
EMP03052,33,22,19,29,38.5,368,2,100
EMP03053,24,20,5,99,39.2,20,0,15
EMP03054,24,17,21,20,36.1,438,1,100
EMP03055,34,26,14,69,39.9,61,2,60
EMP03056,45,39,3,97,39.2,5,0,11
EMP03057,14,12,2,74,40.8,31,0,8
EMP03058,48,46,3,82,38.6,53,0,12
EMP03059,13,8,23,30,40.8,524,4,100
EMP03060,19,17,13,56,43.1,186,1,58
EMP03061,11,9,2,72,42.4,31,1,17
EMP03062,23,21,2,106,37.8,34,0,8
EMP03063,40,37,3,75,35.6,7,1,18
EMP03064,20,18,5,73,37.3,47,1,25
EMP03065,47,46,5,118,43.5,38,0,15
EMP03066,35,23,19,30,39.1,557,3,100
EMP03067,38,29,25,21,38.5,281,3,100
EMP03068,11,8,18,23,40.6,374,5,100
EMP03069,14,12,7,94,37.1,42,1,23
EMP03070,16,15,4,67,44.5,30,1,21
EMP03071,23,20,2,75,38.6,3,0,7
EMP03072,40,36,9,53,43.3,177,1,53
EMP03073,45,43,6,109,44.8,14,0,15
EMP03074,11,10,2,109,35.4,32,1,16
EMP03075,36,28,8,55,44.8,128,2,57
EMP03076,40,30,18,28,44.4,261,5,100
EMP03077,15,13,7,104,36.7,6,0,17
EMP03078,39,37,2,100,42.4,19,1,16
EMP03079,47,32,23,24,39.4,367,4,100
EMP03080,15,14,4,73,44.1,48,0,13
EMP03081,29,28,3,83,43.7,29,0,9
EMP03082,19,13,16,24,40.0,494,1,100
EMP03083,31,29,9,66,44.5,165,0,41
EMP03084,45,29,24,27,35.4,458,5,100
EMP03085,23,19,20,20,39.7,388,4,100
EMP03086,39,35,11,57,35.5,129,1,50
EMP03087,21,20,4,67,39.6,53,1,23
EMP03088,13,10,19,24,35.6,206,4,100
EMP03089,22,17,13,52,36.3,179,0,55
EMP03090,28,24,3,101,41.5,48,0,13
EMP03091,32,22,16,29,35.8,230,3,100
EMP03092,40,39,4,81,38.6,39,0,12
EMP03093,38,37,3,99,39.8,42,0,10
EMP03094,33,29,4,79,40.1,15,0,13
EMP03095,23,18,17,21,35.0,447,2,100
EMP03096,47,42,10,53,37.5,171,1,55
EMP03097,28,22,10,48,36.5,193,0,54
EMP03098,21,19,7,99,35.1,50,1,30
EMP03099,18,12,22,15,36.0,389,4,100
EMP03100,18,14,23,27,39.1,465,5,100
EMP03101,39,36,9,46,43.7,195,2,69
EMP03102,33,27,16,28,40.6,568,2,100
EMP03103,30,23,8,40,40.6,76,1,56
EMP03104,11,9,7,74,43.9,57,1,23
EMP03105,31,26,14,54,39.1,117,1,59
EMP03106,46,42,5,118,44.4,39,1,26
EMP03107,45,41,9,49,42.3,184,2,66
EMP03108,28,21,16,28,35.5,221,5,100
EMP03109,36,27,8,66,37.6,89,1,41
EMP03110,31,22,16,27,43.2,507,2,100
EMP03111,23,19,8,50,43.1,109,0,41
EMP03112,15,11,20,23,36.6,393,3,100
EMP03113,24,18,18,22,35.5,255,1,100
EMP03114,46,43,2,113,35.7,8,0,7
EMP03115,29,25,4,116,42.7,23,0,13
EMP03116,12,8,25,22,37.4,388,3,100
EMP03117,27,25,7,95,35.4,12,0,18
EMP03118,12,10,4,113,37.6,45,0,14
EMP03119,41,32,23,15,35.9,451,4,100
EMP03120,25,20,24,26,43.3,424,2,100
EMP03121,28,24,3,65,43.6,40,1,22
EMP03122,45,33,25,17,41.2,238,1,100
EMP03123,27,19,23,25,39.0,486,5,100
EMP03124,10,9,2,98,38.2,26,1,16
EMP03125,25,18,22,23,38.7,502,1,100
EMP03126,14,13,7,110,41.9,30,1,26
EMP03127,18,16,3,66,39.4,13,0,9
EMP03128,36,33,8,55,40.8,197,0,41
EMP03129,42,41,3,83,36.8,29,0,9
EMP03130,16,14,6,116,44.8,7,0,15
EMP03131,39,27,25,15,42.0,489,2,100
EMP03132,13,11,15,46,44.3,90,0,54
EMP03133,45,40,4,68,38.8,38,0,16
EMP03134,22,19,3,84,42.8,57,1,22
EMP03135,21,16,13,69,35.7,91,2,58
EMP03136,35,29,19,30,41.0,300,5,100
EMP03137,43,30,20,21,38.9,204,4,100
EMP03138,19,16,16,23,44.4,514,5,100
EMP03139,11,10,6,76,42.9,5,0,14
EMP03140,36,32,8,46,35.6,170,1,56
EMP03141,27,25,2,75,35.3,38,1,18
EMP03142,37,30,21,15,43.9,359,2,100
EMP03143,17,16,7,75,39.5,38,0,19
EMP03144,49,41,14,68,35.3,95,0,45
EMP03145,37,25,24,25,36.8,589,5,100
EMP03146,32,26,10,57,36.4,95,2,55
EMP03147,36,31,10,44,43.1,79,1,56
EMP03148,18,15,11,43,43.1,115,2,69
EMP03149,14,10,17,21,36.1,348,5,100
EMP03150,13,12,10,64,36.3,149,1,44
EMP03151,30,25,9,64,39.3,191,1,49
EMP03152,43,34,25,20,36.8,395,1,100
EMP03153,34,29,7,102,35.3,56,0,24
EMP03154,18,14,23,15,37.5,423,1,100
EMP03155,27,25,8,58,35.7,193,2,55
EMP03156,33,23,17,23,38.9,483,4,100
EMP03157,42,34,24,23,42.8,508,5,100
EMP03158,19,14,18,25,40.9,529,3,100
EMP03159,45,38,25,30,44.7,442,4,100
EMP03160,29,27,8,46,41.6,191,1,57
EMP03161,18,13,17,21,35.3,463,1,100
EMP03162,37,32,5,81,37.1,53,1,24
EMP03163,36,30,21,22,35.4,278,3,100
EMP03164,38,34,15,56,36.3,98,1,57
EMP03165,24,19,10,68,36.6,165,2,58
EMP03166,39,33,8,44,39.6,200,0,53
EMP03167,42,28,16,21,42.3,208,4,100
EMP03168,10,8,12,44,37.3,137,0,54
EMP03169,36,32,14,62,38.6,190,0,50
EMP03170,31,27,12,69,43.7,152,0,42
EMP03171,35,31,14,63,38.3,113,0,43
EMP03172,10,7,19,21,35.8,408,5,100
EMP03173,44,32,23,23,40.0,291,3,100
EMP03174,44,40,7,91,39.9,52,1,29
EMP03175,33,24,16,17,37.1,541,2,100
EMP03176,30,22,8,51,42.4,188,0,48
EMP03177,12,9,11,60,40.7,84,0,41
EMP03178,19,13,24,19,43.8,588,4,100
EMP03179,42,31,13,52,40.1,119,2,72
EMP03180,41,32,19,29,44.9,576,5,100
EMP03181,13,9,18,19,41.3,346,3,100
EMP03182,35,30,2,84,41.7,13,0,9
EMP03183,40,37,2,87,44.5,23,1,17
EMP03184,35,34,2,105,38.7,22,1,16
EMP03185,36,35,2,116,37.0,18,0,6
EMP03186,20,14,23,18,39.1,405,3,100
EMP03187,29,24,8,44,35.1,171,2,68
EMP03188,29,27,15,55,39.2,100,1,56
EMP03189,17,12,22,16,44.8,477,4,100
EMP03190,26,22,12,42,41.4,89,2,71
EMP03191,47,42,14,41,39.4,73,0,58
EMP03192,32,27,3,84,41.1,13,1,20
EMP03193,19,13,21,16,37.6,431,2,100
EMP03194,41,33,11,50,35.0,89,2,65
EMP03195,37,33,2,85,41.7,33,1,19
EMP03196,33,23,18,20,38.0,334,4,100
EMP03197,49,37,22,29,41.5,202,3,100
EMP03198,48,43,5,81,43.0,55,0,19
EMP03199,32,30,15,48,36.1,123,2,73
EMP03200,15,12,19,16,38.5,463,4,100
EMP03201,45,42,5,95,42.4,2,1,22
EMP03202,21,19,11,43,39.0,163,0,54
EMP03203,46,42,8,69,35.9,118,0,41
EMP03204,17,15,5,111,35.6,34,1,20
EMP03205,45,34,18,27,42.4,515,2,100
EMP03206,15,10,25,25,41.8,230,1,100
EMP03207,20,19,5,69,43.4,35,0,14
EMP03208,43,39,10,43,35.1,190,2,74
EMP03209,33,28,5,66,41.4,6,1,24
EMP03210,49,43,4,71,43.9,37,0,16
EMP03211,24,16,22,21,44.0,579,1,100
EMP03212,26,18,20,26,44.0,358,1,100
EMP03213,45,44,2,76,42.4,45,1,18
EMP03214,43,41,5,109,44.1,43,0,16
EMP03215,13,10,11,49,40.0,133,0,47
EMP03216,30,23,25,27,35.0,306,1,100
EMP03217,25,23,6,78,36.5,10,1,24
EMP03218,16,12,25,17,40.2,268,5,100
EMP03219,30,25,14,58,38.9,180,0,51
EMP03220,28,25,2,110,41.2,49,1,19
EMP03221,11,8,18,18,44.1,326,3,100
EMP03222,27,18,22,18,37.2,466,3,100
EMP03223,24,16,20,16,40.5,533,4,100
EMP03224,47,36,15,65,43.4,186,1,66
EMP03225,33,30,6,85,38.2,24,1,25
EMP03226,44,39,2,90,38.2,2,1,17
EMP03227,14,11,12,57,35.5,183,2,65
EMP03228,11,7,24,20,39.1,469,5,100
EMP03229,25,21,7,82,40.5,25,1,29
EMP03230,29,24,6,72,35.9,7,1,22
EMP03231,50,46,9,68,42.3,103,1,41
EMP03232,25,22,14,68,37.0,116,1,52
EMP03233,13,12,4,70,40.9,25,0,11
EMP03234,11,10,3,92,36.7,10,0,8
EMP03235,24,20,9,47,37.2,135,1,55
EMP03236,35,27,16,26,43.2,395,4,100
EMP03237,25,19,23,21,41.3,488,2,100
EMP03238,21,17,12,53,38.2,188,0,51
EMP03239,33,29,9,56,39.8,112,0,41
EMP03240,20,18,10,59,41.5,104,0,41
EMP03241,26,23,15,56,44.9,162,1,61
EMP03242,44,38,3,78,36.9,13,1,21
EMP03243,34,27,14,65,35.9,81,2,61
EMP03244,49,46,7,95,35.3,5,0,18
EMP03245,21,16,15,44,40.5,132,1,71
EMP03246,29,24,2,92,35.4,47,1,21
EMP03247,14,12,7,96,40.1,3,0,17
EMP03248,27,24,2,102,37.6,18,1,17
EMP03249,27,24,8,55,43.4,95,0,41
EMP03250,44,43,2,120,39.7,45,1,18
EMP03251,37,34,6,109,36.3,34,1,27
EMP03252,18,15,14,44,43.4,124,2,74
EMP03253,36,25,25,19,36.2,201,5,100
EMP03254,39,34,15,50,38.7,68,1,60
EMP03255,28,23,22,27,36.0,449,1,100
EMP03256,33,29,6,104,39.6,9,0,17
EMP03257,21,17,5,71,35.9,9,0,14
EMP03258,17,11,21,16,37.9,325,4,100
EMP03259,36,31,11,69,40.7,170,1,51
EMP03260,26,18,20,29,36.5,276,5,100
EMP03261,28,23,14,64,44.6,69,2,58
EMP03262,14,13,4,78,38.7,45,0,13
EMP03263,39,29,16,29,38.2,576,4,100
EMP03264,41,33,13,68,39.0,80,2,59
EMP03265,35,31,9,62,37.1,118,2,51
EMP03266,43,38,4,87,35.5,20,0,14
EMP03267,36,32,12,50,36.4,156,0,51
EMP03268,32,29,7,97,36.6,45,1,30
EMP03269,29,28,4,107,43.3,45,1,22
EMP03270,47,42,9,61,36.9,196,2,58
EMP03271,19,16,4,83,44.6,4,1,20
EMP03272,26,21,24,27,42.3,314,2,100
EMP03273,29,26,9,57,36.5,78,1,41
EMP03274,14,11,25,18,39.5,308,1,100
EMP03275,17,14,9,66,42.4,115,2,49
EMP03276,48,41,4,97,41.1,13,1,24
EMP03277,19,17,11,67,35.6,77,1,41
EMP03278,23,22,2,92,38.0,22,0,7
EMP03279,32,25,18,21,44.4,501,3,100
EMP03280,19,14,25,27,43.8,289,1,100
EMP03281,10,6,21,16,41.2,228,2,100
EMP03282,22,18,15,63,41.8,60,2,59
EMP03283,22,19,6,114,43.6,38,1,21
EMP03284,28,24,13,68,41.9,122,2,60
EMP03285,34,32,2,76,38.2,16,0,7
EMP03286,35,30,9,40,44.6,187,1,66
EMP03287,12,10,5,95,39.3,12,0,13
EMP03288,41,35,10,58,39.6,154,1,50
EMP03289,39,29,11,41,41.6,148,2,74
EMP03290,43,38,2,80,40.1,25,1,19
EMP03291,43,39,13,41,36.2,107,0,57
EMP03292,50,42,8,50,36.2,89,0,41
EMP03293,32,25,23,27,37.1,454,5,100
EMP03294,50,44,15,58,39.2,141,1,60
EMP03295,46,40,8,47,37.7,140,0,46
EMP03296,31,23,24,16,41.5,521,3,100
EMP03297,47,35,24,15,36.8,341,4,100
EMP03298,17,14,13,63,37.5,176,0,45
EMP03299,47,46,7,76,42.9,6,0,16
EMP03300,22,21,2,104,39.4,34,1,17
EMP03301,13,10,11,68,41.9,90,2,52
EMP03302,28,22,11,65,43.3,142,2,59
EMP03303,19,12,21,25,43.2,431,5,100
EMP03304,40,32,22,21,36.2,532,3,100
EMP03305,19,17,3,82,38.9,19,1,18
EMP03306,23,21,11,50,40.7,116,0,44
EMP03307,50,38,15,60,41.1,66,2,66
EMP03308,29,28,6,119,36.4,56,1,27
EMP03309,48,39,24,29,39.8,212,3,100
EMP03310,40,36,2,86,43.0,46,1,20
EMP03311,22,16,21,20,42.5,249,4,100
EMP03312,28,18,19,22,41.7,308,3,100
EMP03313,35,31,3,73,38.0,59,1,23
EMP03314,21,15,24,22,44.8,424,2,100
EMP03315,37,29,16,23,44.1,538,3,100
EMP03316,25,22,7,81,35.9,26,0,20
EMP03317,45,37,23,19,39.0,586,1,100
EMP03318,30,20,19,27,43.3,212,5,100
EMP03319,19,14,19,25,42.7,277,3,100
EMP03320,37,31,2,85,41.4,52,0,13
EMP03321,50,46,5,83,36.4,55,1,27
EMP03322,27,25,4,85,38.5,55,0,15
EMP03323,10,6,19,15,37.1,395,2,100
EMP03324,21,19,6,118,36.4,6,1,22
EMP03325,16,15,2,76,42.9,50,1,18
EMP03326,24,18,18,26,36.3,325,5,100
EMP03327,28,23,9,70,40.1,192,1,49
EMP03328,25,19,20,23,40.5,340,5,100
EMP03329,50,35,20,18,40.1,268,2,100
EMP03330,43,30,16,28,40.0,572,1,100
EMP03331,39,31,14,53,37.4,99,0,51
EMP03332,37,34,7,106,38.9,26,0,20
EMP03333,37,29,25,22,39.0,435,2,100
EMP03334,43,36,10,61,41.2,148,2,58
EMP03335,29,23,23,26,40.3,228,3,100
EMP03336,43,42,3,101,38.2,52,1,20
EMP03337,25,17,23,17,35.8,410,2,100
EMP03338,34,29,5,108,38.9,18,0,16
EMP03339,31,27,5,102,35.8,12,0,15
EMP03340,29,26,4,87,37.3,24,0,13
EMP03341,39,33,8,64,36.8,156,2,53
EMP03342,11,7,22,18,36.0,590,1,100
EMP03343,46,43,2,84,40.2,28,0,9
EMP03344,34,25,23,22,44.2,423,2,100
EMP03345,50,38,15,68,44.7,179,1,66
EMP03346,22,18,10,51,41.4,129,1,53
EMP03347,13,11,11,40,40.2,153,1,65
EMP03348,22,18,12,52,43.6,160,2,68
EMP03349,39,30,14,58,41.1,93,2,65
EMP03350,23,18,15,40,38.4,178,2,74
EMP03351,28,22,15,66,38.2,126,1,57
EMP03352,24,19,9,56,37.1,185,0,43
EMP03353,35,31,2,97,40.9,25,1,18
EMP03354,22,15,25,17,36.4,572,5,100
EMP03355,32,28,6,109,39.3,28,1,27
EMP03356,40,29,16,21,41.1,231,4,100
EMP03357,23,21,7,112,36.9,6,1,26
EMP03358,41,37,4,76,40.6,26,1,23
EMP03359,33,25,22,29,40.2,591,5,100
EMP03360,43,34,17,18,43.3,420,2,100
EMP03361,30,23,8,56,40.0,72,0,41
EMP03362,49,37,16,28,42.1,332,4,100
EMP03363,14,10,16,28,39.8,428,2,100
EMP03364,13,10,13,40,40.1,165,2,74
EMP03365,17,12,22,23,38.3,556,1,100
EMP03366,40,30,9,67,35.0,154,1,49
EMP03367,36,28,16,22,37.6,481,1,100
EMP03368,18,11,22,24,37.8,414,1,100
EMP03369,31,24,20,20,38.3,252,5,100
EMP03370,49,41,15,63,35.7,138,0,51
EMP03371,41,38,7,110,40.7,43,1,23
EMP03372,23,19,14,61,36.4,68,0,41
EMP03373,45,39,9,43,41.5,175,2,72
EMP03374,18,15,7,94,44.7,49,0,21
EMP03375,44,35,15,68,41.5,150,2,70
EMP03376,45,43,7,89,37.7,18,0,18
EMP03377,18,14,25,26,40.8,372,2,100
EMP03378,20,18,2,112,41.9,14,0,7
EMP03379,43,33,8,49,37.8,121,1,54
EMP03380,15,14,15,61,44.3,176,0,48
EMP03381,10,9,5,104,40.2,24,0,13
EMP03382,17,13,11,66,42.6,166,2,59
EMP03383,23,16,17,29,42.6,571,3,100
EMP03384,18,13,25,27,36.4,266,4,100
EMP03385,14,12,7,93,36.8,43,1,29
EMP03386,49,32,25,28,44.3,439,5,100
EMP03387,40,35,13,56,41.7,140,1,57
EMP03388,41,29,23,26,44.2,597,2,100
EMP03389,45,43,2,85,44.2,45,0,9
EMP03390,17,16,5,118,40.0,44,1,24
EMP03391,20,13,25,24,35.3,234,5,100
EMP03392,37,28,24,25,39.9,327,2,100
EMP03393,35,30,6,67,41.9,29,0,19
EMP03394,44,43,3,106,39.9,60,0,12
EMP03395,39,30,16,19,42.8,474,1,100
EMP03396,29,25,4,67,39.6,21,0,13
EMP03397,40,36,5,106,40.0,33,1,25
EMP03398,43,28,21,23,38.0,329,5,100
EMP03399,32,30,2,69,38.2,49,1,19
EMP03400,31,28,7,100,37.0,47,0,21
EMP03401,21,18,11,69,40.2,63,1,41
EMP03402,26,22,11,42,39.5,168,0,57
EMP03403,49,34,17,30,35.1,272,1,100
EMP03404,40,30,12,68,41.5,85,1,50
EMP03405,21,18,12,63,45.0,150,1,50
EMP03406,14,10,17,19,35.7,400,4,100
EMP03407,40,37,10,45,36.5,129,0,48
EMP03408,31,27,10,68,39.5,190,0,41
EMP03409,27,22,22,29,43.6,519,5,100
EMP03410,17,11,22,20,41.5,334,1,100
EMP03411,46,45,3,81,42.9,54,0,11
EMP03412,46,39,2,86,41.8,16,0,11
EMP03413,26,17,25,25,42.0,437,1,100
EMP03414,11,10,3,74,44.5,23,1,18
EMP03415,28,27,6,99,42.0,9,1,23
EMP03416,25,21,15,53,40.2,97,0,50
EMP03417,35,27,23,20,37.6,235,5,100
EMP03418,14,11,19,22,35.2,234,4,100
EMP03419,28,26,9,56,43.8,114,0,41
EMP03420,29,27,11,49,42.7,93,1,52
EMP03421,34,26,20,18,37.8,493,4,100
EMP03422,32,29,2,103,35.2,2,1,15
EMP03423,11,10,2,92,40.5,55,0,9
EMP03424,27,22,21,21,44.1,533,1,100
EMP03425,32,26,10,66,40.3,129,1,46
EMP03426,48,43,10,46,38.5,96,1,55
EMP03427,14,13,4,95,36.2,45,1,22
EMP03428,46,34,15,67,35.0,181,1,66
EMP03429,34,28,14,48,42.1,163,0,60
EMP03430,41,38,13,47,44.1,159,1,65
EMP03431,48,41,3,68,44.3,11,1,22
EMP03432,49,38,17,17,42.3,360,2,100
EMP03433,27,25,12,52,37.9,79,2,59
EMP03434,18,17,10,64,40.4,127,0,41
EMP03435,39,36,8,58,43.0,97,1,41
EMP03436,24,22,2,116,44.4,22,0,7
EMP03437,30,24,19,28,43.4,485,3,100
EMP03438,46,39,4,92,38.0,51,0,18
EMP03439,14,11,10,41,35.8,175,2,74
EMP03440,46,38,13,68,44.9,115,2,62
EMP03441,14,9,21,18,38.0,576,4,100
EMP03442,31,22,25,22,42.9,467,2,100
EMP03443,27,24,11,43,40.6,96,2,68
EMP03444,50,41,14,64,43.8,163,2,69
EMP03445,29,24,13,47,36.3,175,0,59
EMP03446,38,34,4,91,41.4,32,1,23
EMP03447,25,21,2,74,42.3,51,1,20
EMP03448,46,33,22,26,35.2,489,2,100
EMP03449,40,34,7,99,39.5,31,0,22
EMP03450,13,10,16,19,42.6,307,4,100
EMP03451,16,12,13,69,38.8,82,0,41
EMP03452,39,30,12,68,42.0,65,2,57
EMP03453,42,30,18,17,35.5,594,1,100
EMP03454,28,23,5,115,43.3,24,1,26
EMP03455,21,18,9,59,35.7,188,1,48
EMP03456,48,42,9,40,44.6,76,0,49
EMP03457,32,24,22,28,44.7,315,3,100
EMP03458,15,11,10,41,41.0,120,1,61
EMP03459,34,28,12,48,40.4,157,2,73
EMP03460,24,16,16,23,41.6,292,5,100
EMP03461,42,39,6,115,43.1,44,0,19
EMP03462,23,21,6,78,43.4,31,0,17
EMP03463,39,35,6,96,35.8,13,1,26
EMP03464,28,24,11,65,38.4,155,1,49
EMP03465,28,25,6,80,39.2,51,1,25
EMP03466,46,31,24,16,41.0,524,4,100
EMP03467,18,14,15,43,38.2,113,2,74
EMP03468,32,22,20,26,42.3,219,5,100
EMP03469,50,46,8,42,40.1,198,1,62
EMP03470,50,48,6,83,39.7,18,0,16
EMP03471,22,18,13,58,40.0,121,0,43
EMP03472,49,35,16,17,40.6,234,5,100
EMP03473,12,11,4,101,38.6,22,0,11
EMP03474,21,19,4,78,42.7,55,1,24
EMP03475,44,40,7,99,38.8,52,1,32
EMP03476,25,23,2,109,43.0,34,0,8
EMP03477,25,21,15,62,40.3,71,2,60
EMP03478,26,18,18,18,36.1,394,4,100
EMP03479,24,19,11,55,40.0,126,1,52
EMP03480,37,33,15,67,39.0,138,2,65
EMP03481,27,24,8,50,40.2,63,2,52
EMP03482,11,8,16,16,42.5,217,4,100
EMP03483,15,11,23,25,39.7,511,5,100
EMP03484,35,26,18,15,37.7,234,2,100
EMP03485,40,32,14,58,44.4,114,2,66
EMP03486,25,20,17,19,43.5,215,4,100
EMP03487,21,14,16,28,35.9,307,3,100
EMP03488,18,14,16,17,39.4,210,5,100
EMP03489,13,10,9,67,38.6,140,0,41
EMP03490,33,24,25,19,41.0,327,1,100
EMP03491,40,38,7,119,44.7,28,0,19
EMP03492,32,21,17,26,38.2,598,4,100
EMP03493,43,35,13,60,39.3,130,0,46
EMP03494,13,11,5,114,41.7,10,1,22
EMP03495,18,11,24,23,40.9,455,5,100
EMP03496,45,38,6,94,38.1,5,1,28
EMP03497,36,29,12,65,36.3,74,1,47
EMP03498,47,40,7,73,35.1,18,0,22
EMP03499,22,18,12,65,40.7,79,2,54
EMP03500,21,16,21,17,38.6,329,1,100
EMP03501,45,36,10,45,41.7,90,0,50
EMP03502,24,19,9,51,35.4,70,0,41
EMP03503,34,30,8,60,41.5,175,1,44
EMP03504,44,35,11,60,38.6,67,1,46
EMP03505,36,28,10,51,40.1,175,0,51
EMP03506,43,36,4,67,42.8,35,0,17
EMP03507,33,25,23,18,41.4,541,1,100
EMP03508,22,16,14,52,40.9,92,0,50
EMP03509,39,34,2,115,39.3,1,0,8
EMP03510,31,21,25,23,35.6,485,1,100
EMP03511,14,12,7,111,35.5,55,0,21
EMP03512,25,19,9,57,41.8,163,1,50
EMP03513,12,10,23,18,40.6,311,4,100
EMP03514,12,10,12,54,44.9,139,0,45
EMP03515,37,32,5,116,37.7,15,0,16
EMP03516,27,22,10,49,43.0,101,0,44
EMP03517,33,31,2,77,35.2,58,1,19
EMP03518,28,26,2,115,40.0,30,0,8
EMP03519,50,41,20,16,36.6,474,2,100
EMP03520,24,18,17,30,41.7,339,3,100
EMP03521,40,38,7,86,44.6,38,1,20
EMP03522,31,27,5,117,40.5,34,1,24
EMP03523,37,34,11,68,37.3,70,1,41
EMP03524,28,24,2,99,43.2,38,1,19
EMP03525,49,34,24,22,43.2,379,5,100
EMP03526,27,23,7,78,38.3,17,0,20
EMP03527,26,19,25,19,41.9,492,4,100
EMP03528,18,15,23,23,38.1,412,3,100
EMP03529,44,35,15,66,35.0,195,0,56
EMP03530,23,22,5,97,42.9,58,0,16
EMP03531,16,14,3,95,39.7,29,0,10
EMP03532,26,25,3,69,36.4,32,1,19
EMP03533,22,16,23,16,43.3,596,2,100
EMP03534,10,7,16,24,38.4,369,3,100
EMP03535,32,30,5,70,38.7,33,1,23
EMP03536,11,8,12,66,42.9,65,2,52
EMP03537,12,9,12,49,39.7,141,2,68
EMP03538,16,14,11,49,43.2,144,2,65
EMP03539,33,26,14,42,39.6,116,0,62
EMP03540,17,11,20,28,42.3,542,1,100
EMP03541,24,16,25,29,37.8,224,4,100
EMP03542,50,41,21,17,40.1,564,3,100
EMP03543,14,11,9,47,41.8,141,0,45
EMP03544,15,13,7,86,41.7,60,1,22
EMP03545,37,31,5,88,40.6,44,1,28
